283,[ 0.6383  1.1965  1.6052] s
284,[ 0.9192  1.3701  1.7802] s
285,[ 0.9629  1.3891  1.8014] s
286,[ 0.7743  1.2691  1.684 ] s
287,[ 0.141   0.7771  1.2513  1.6669] s
288,[ 0.2998  0.9042  1.3359  1.7482] s
289,[ 0.9542  1.4211  1.8394] s
290,[ 0.3599  0.9298  1.3594  1.7696] s
291,[ 0.7353  1.213   1.614 ] s
292,[ 0.5788  1.1344  1.5518  1.9799] s
293,[ 1.0292  1.4679  1.891 ] s
294,[ 0.1508  1.1412  1.564   1.9928] s
295,[ 1.0747  1.5163  1.9472] s
296,[ 0.8966  1.3729  1.7892] s
297,[ 0.9936  1.4475  1.8631] s
298,[ 0.6593  1.2092  1.6208] s
299,[ 0.3268  0.8535  1.285   1.6858] s
300,[ 0.7005  1.2508  1.6659] s
301,[ 0.2696  0.9513  1.376   1.7817] s
302,[ 0.7042  1.3325  1.7608] s
303,[ 0.5494  1.0909  1.4896  1.909 ] s
304,[ 0.6175  1.1334  1.5404  1.9665] s
305,[ 0.5735  1.1272  1.5291  1.9528] s
306,[ 0.0631  0.7889  1.2423  1.6422] s
307,[ 0.5195  1.092   1.4859  1.9026] s
308,[ 0.7201  1.2611  1.6848] s
309,[ 0.4451  1.1261  1.5292  1.9502] s
310,[ 1.0545  1.4728  1.8903] s
311,[ 0.2733  0.8739  1.3249  1.7348] s
312,[ 0.391   0.9868  1.402   1.8207] s
313,[ 1.1583  1.5698  1.9981] s
314,[ 0.3737  1.0325  1.4496  1.8693] s
315,[ 0.491   1.0244  1.4104  1.8181] s
316,[ 0.5849  1.0871  1.4808  1.8988] s
317,[ 0.032   0.7988  1.3283  1.7464] s
318,[ 0.2664  0.9438  1.344   1.7483] s
319,[ 0.8705  1.3379  1.7457] s
320,[ 0.1239  0.7465  1.2304  1.6416] s
321,[ 0.7992  1.2979  1.7143] s
322,[ 0.2859  0.9642  1.3778  1.794 ] s
323,[ 0.0254  0.9543  1.4048  1.8234] s
324,[ 0.1838  0.9125  1.3663  1.7783] s
325,[ 0.7334  1.2557  1.6674] s
326,[ 0.6721  1.2241  1.6389] s
327,[ 0.7739  1.2643  1.6839] s
328,[ 0.3786  0.8395  1.2398  1.6229] s
329,[ 0.9626  1.3718  1.7802] s
330,[ 0.1847  1.0246  1.4607  1.8826] s
331,[ 0.534   1.0816  1.498   1.9257] s
332,[ 1.1135  1.5461  1.9712] s
333,[ 0.3666  1.0208  1.4373  1.8525] s
334,[ 0.1754  0.9593  1.3925  1.8124] s
335,[ 0.672   1.2025  1.6165] s
336,[ 0.5777  1.1376  1.5265  1.9426] s
337,[ 0.3676  1.0272  1.4488  1.8678] s
338,[ 0.8498  1.2909  1.6893] s
339,[ 1.1397  1.5511  1.976 ] s
340,[ 0.208   0.8612  1.3284  1.7452] s
341,[ 0.2033  0.9915  1.4122  1.8278] s
342,[ 0.1217  0.8742  1.3311  1.7435] s
343,[ 0.2957  0.9455  1.3676  1.7806] s
344,[ 0.2829  0.896   1.339   1.7532] s
345,[ 0.299   0.9793  1.4629  1.8866] s
346,[ 0.5811  1.1822  1.5759] s
347,[ 0.5439  1.0653  1.4548  1.8704] s
348,[ 0.174   0.9567  1.4064  1.822 ] s
349,[ 0.4825  1.0711  1.4741  1.8922] s
350,[ 0.7237  1.2258  1.629 ] s
351,[ 0.6717  1.1666  1.564   1.9886] s
352,[ 0.239   1.073   1.5018  1.9268] s
353,[ 0.5934  1.1669  1.5845] s
354,[ 0.2518  1.2006  1.6346] s
355,[ 0.7938  1.2675  1.6733] s
356,[ 0.6479  1.1791  1.5963] s
357,[ 0.2225  0.8903  1.3406  1.7527] s
358,[ 0.0642  0.8692  1.3151  1.7185] s
359,[ 0.2116  0.8739  1.307   1.712 ] s
360,[ 0.4076  1.0907  1.4986  1.9236] s
361,[ 0.1821  0.8314  1.294   1.7019] s
362,[ 0.3207  0.9529  1.3744  1.7878] s
363,[ 0.344   1.0314  1.4411  1.8528] s
364,[ 0.0392  1.1958  1.6357] s
365,[ 0.1341  0.8121  1.2802  1.6853] s
366,[ 0.8573  1.3104  1.7132] s
367,[ 0.605   1.2112  1.6219] s
368,[ 0.5384  1.117   1.5136  1.9347] s
369,[ 0.7985  1.2346  1.6219] s
370,[ 0.6356  1.1819  1.5826] s
371,[ 0.8813  1.3325  1.7399] s
372,[ 0.3418  0.976   1.3928  1.8079] s
373,[ 0.8444  1.3221  1.7326] s
374,[ 0.8307  1.36    1.7819] s
375,[ 0.5146  1.1044  1.518   1.9392] s
376,[ 0.2214  0.7183  1.1281  1.5006  1.9179] s
377,[ 0.1789  0.8301  1.2764  1.6837] s
378,[ 0.9211  1.3779  1.7988] s
379,[ 0.1316  0.9023  1.3437  1.7562] s
380,[ 0.5453  1.0515  1.4674  1.89  ] s
381,[ 0.3906  1.1655  1.58  ] s
382,[ 0.1118  0.9426  1.367   1.7764] s
383,[ 0.7086  1.1901  1.5921] s
384,[ 0.2937  0.9482  1.3757  1.7871] s
385,[ 0.5506  1.1799  1.5939] s
386,[ 1.1206  1.5562  1.983 ] s
387,[ 0.5624  1.0853  1.4972  1.9222] s
388,[ 0.5776  1.1573  1.5833] s
389,[ 0.3492  0.9886  1.4142  1.837 ] s
390,[ 0.6113  1.177   1.5793] s
391,[ 0.2983  1.0795  1.5089  1.9348] s
392,[ 0.7525  1.2598  1.6644] s
393,[ 0.1418  0.6715  1.1459  1.5389  1.9605] s
394,[ 0.6187  1.1458  1.5493  1.9751] s
395,[ 0.4423  1.1513  1.5751] s
396,[ 0.8514  1.3196  1.7362] s
397,[ 0.4991  1.137   1.5443  1.9682] s
398,[ 0.7495  1.2345  1.6416] s
399,[ 0.1346  0.8371  1.2967  1.697 ] s
400,[ 0.3164  0.9438  1.3686  1.7802] s
401,[ 0.7639  1.3173  1.7339] s
402,[ 0.8016  1.2729  1.6728] s
403,[ 0.652   1.2279  1.6467] s
404,[ 0.6059  1.2008  1.6212] s
405,[ 0.3773  0.9338  1.3557  1.7687] s
406,[ 0.4143  1.1252  1.5432  1.9691] s
407,[ 0.2891  0.9638  1.3763  1.7876] s
408,[ 0.8926  1.3561  1.7676] s
409,[ 0.4988  1.185   1.6183] s
410,[ 0.5993  1.1249  1.5075  1.9241] s
411,[ 0.0934  1.1338  1.5761] s
412,[ 0.1814  0.7884  1.2019  1.5942] s
413,[ 0.6228  1.1527  1.5518  1.9767] s
414,[ 0.5766  1.095   1.48    1.8984] s
415,[ 0.7951  1.2945  1.7074] s
416,[ 0.8845  1.3237  1.7242] s
417,[ 0.14    0.7184  1.1845  1.57    1.9942] s
418,[ 0.4986  1.1011  1.5064  1.929 ] s
419,[ 0.8561  1.3676  1.7882] s
420,[ 0.1132  1.2007  1.6337] s
421,[ 0.3398  0.8547  1.2864  1.694 ] s
422,[ 0.4744  1.0345  1.4192  1.828 ] s
423,[ 0.7493  1.2457  1.6521] s
424,[ 0.029   1.0974  1.5304  1.9607] s
425,[ 1.0404  1.4716  1.8895] s
426,[ 0.4795  1.1739  1.5917] s
427,[ 0.9054  1.3708  1.788 ] s
428,[ 0.1319  0.6557  1.1158  1.5129  1.9373] s
429,[ 0.2652  1.0174  1.4521  1.8722] s
430,[ 0.6521  1.2193  1.6319] s
431,[ 0.4301  1.0636  1.4696  1.891 ] s
432,[ 0.0284  0.625   1.1106  1.4931  1.9103] s
433,[ 0.2614  1.1759  1.5991] s
434,[ 0.1744  1.1259  1.5421  1.9684] s
435,[ 0.5229  1.0529  1.4539  1.8686] s
436,[ 0.288   0.8259  1.2322  1.6397] s
437,[ 0.5207  1.1351  1.5425  1.9691] s
438,[ 0.1349  0.9548  1.395   1.8134] s
439,[ 0.4754  1.0392  1.4701  1.8953] s
440,[ 0.7342  1.2182  1.6279] s
441,[ 0.4207  1.0351  1.462   1.8812] s
442,[ 0.8207  1.271   1.6682] s
443,[ 0.2657  1.0328  1.4735  1.8952] s
444,[ 0.5419  1.1742  1.5599  1.9833] s
445,[ 0.9122  1.3926  1.813 ] s
446,[ 0.3668  1.1956  1.6089] s
447,[ 0.4325  1.1024  1.5002  1.9204] s
448,[ 0.5348  1.1472  1.551   1.9763] s
449,[ 0.5314  1.1256  1.543   1.9716] s
450,[ 0.0881  0.8455  1.2783  1.6765] s
451,[ 0.313   1.1916  1.6193] s
452,[ 0.1629  1.1783  1.611 ] s
453,[ 0.0411  0.7768  1.235   1.6365] s
454,[ 1.1664  1.5927] s
455,[ 0.357   1.0226  1.4372  1.8527] s
456,[ 1.0328  1.4518  1.87  ] s
457,[ 0.1909  1.0475  1.4738  1.8979] s
458,[ 0.9034  1.3775  1.7946] s
459,[ 0.4035  0.952   1.3684  1.7792] s
460,[ 0.2138  0.7714  1.3236  1.7353] s
461,[ 0.4144  1.0977  1.5142  1.9406] s
462,[ 0.3115  1.0469  1.4827  1.9036] s
463,[ 0.0669  0.7444  1.2588  1.6789] s
464,[ 1.1097  1.5297  1.955 ] s
465,[ 0.1529  0.7912  1.2544  1.6594] s
466,[ 0.3868  1.1546  1.565   1.9935] s
467,[ 0.0831  0.9056  1.349   1.7615] s
468,[ 0.7022  1.2416  1.6497] s
469,[ 0.4255  0.9572  1.3463  1.7488] s
470,[ 0.4423  0.9813  1.4015  1.8186] s
471,[ 0.1797  0.7682  1.2099  1.6079] s
472,[ 0.6307  1.1767  1.5867] s
473,[ 1.1464  1.5671  1.9924] s
474,[ 0.4194  1.0229  1.4163  1.835 ] s
475,[ 0.103   0.901   1.3632  1.7808] s
476,[ 1.028   1.4626  1.8823] s
477,[ 0.5003  1.0181  1.3914  1.7997] s
478,[ 0.2192  0.7843  1.2064  1.6104] s
479,[ 0.69    1.2094  1.6206] s
480,[ 0.2419  0.8986  1.3224  1.7219] s
481,[ 0.6511  1.1715  1.5699  1.9967] s
482,[ 0.8603  1.3312  1.741 ] s
483,[ 0.7652  1.2603  1.6801] s
484,[ 0.5144  1.0087  1.4215  1.8454] s
485,[ 0.2169  0.7782  1.2122  1.6078] s
486,[ 0.3151  1.1462  1.5542  1.9805] s
487,[ 0.2037  0.9335  1.3662  1.7808] s
488,[ 0.6449  1.1489  1.5418  1.9626] s
489,[ 0.82    1.3034  1.7212] s
490,[ 0.7869  1.2482  1.6491] s
491,[ 0.4016  1.008   1.4273  1.8432] s
492,[ 0.7945  1.256   1.6652] s
493,[ 0.3886  0.9918  1.4135  1.8306] s
494,[ 0.1893  0.8409  1.2555  1.6479] s
495,[ 0.3036  1.0866  1.4988  1.9186] s
496,[ 0.3048  0.9656  1.3935  1.8064] s
497,[ 1.1352  1.561   1.9884] s
498,[ 0.2685  0.7983  1.2499  1.6527] s
499,[ 0.3607  0.9512  1.3617  1.7673] s
500,[ 0.5821  1.1554  1.5649  1.994 ] s
501,[ 0.2683  0.7979  1.254   1.6632] s
502,[ 0.9695  1.4213  1.8377] s
503,[ 0.2119  0.9713  1.3725  1.7799] s
504,[ 0.1804  1.1525  1.5699  1.9984] s
505,[ 0.5772  1.1469  1.5491  1.9755] s
506,[ 0.3549  1.1237  1.5467  1.9754] s
507,[ 0.295   0.8806  1.3025  1.7046] s
508,[ 0.3966  1.0877  1.5081  1.9333] s
509,[ 0.9025  1.3677  1.7834] s
510,[ 0.1426  0.8164  1.2443  1.6393] s
511,[ 0.3219  1.1135  1.523   1.9504] s
512,[ 0.4645  1.0443  1.4283  1.841 ] s
513,[ 0.7155  1.2479  1.6498] s
514,[ 1.1709  1.5984] s
515,[ 0.3192  1.1104  1.5251  1.9496] s
516,[ 0.1349  0.7684  1.2226  1.6194] s
517,[ 0.6323  1.1463  1.5491  1.9748] s
518,[ 0.0175  0.549   1.1568  1.5653  1.9915] s
519,[ 0.9319  1.3725  1.7887] s
520,[ 0.133   0.7601  1.2048  1.5972] s
521,[ 0.7626  1.2522  1.6578] s
522,[ 0.3387  1.0307  1.4316  1.8436] s
523,[ 0.4399  0.9294  1.3357  1.735 ] s
524,[ 0.2384  0.8734  1.3216  1.7235] s
525,[ 0.6113  1.1745  1.5801] s
526,[ 0.5509  1.1054  1.5015  1.9212] s
527,[ 0.26    0.8722  1.2917  1.6981] s
528,[ 0.5169  1.0986  1.503   1.9253] s
529,[ 0.1189  0.7298  1.236   1.6452] s
530,[ 0.406   1.0246  1.4314  1.8493] s
531,[ 0.4584  1.1216  1.547   1.9753] s
532,[ 0.3806  0.9504  1.361   1.7752] s
533,[ 1.2292  1.6681] s
534,[ 0.7174  1.2208  1.6235] s
535,[ 1.0167  1.47    1.8903] s
536,[ 1.1973  1.6285] s
537,[ 0.6792  1.188   1.5899] s
538,[ 0.0983  0.9143  1.3498  1.7594] s
539,[ 0.1431  0.678   1.1918  1.6128] s
540,[ 0.4818  1.1751  1.5976] s
541,[ 0.3845  0.9663  1.3865  1.802 ] s
542,[ 0.2734  0.9675  1.4073  1.8246] s
543,[ 0.1463  1.0153  1.4619  1.8842] s
544,[ 0.2877  1.1707  1.584 ] s
545,[ 0.1582  0.7742  1.2369  1.6357] s
546,[ 0.7106  1.2472  1.6507] s
547,[ 0.2403  1.0482  1.4695  1.8895] s
548,[ 0.6395  1.1993  1.624 ] s
549,[ 0.0366  0.7162  1.1804  1.5685  1.9908] s
550,[ 0.3602  0.9654  1.4079  1.8285] s
551,[ 0.6718  1.2042  1.6148] s
552,[ 0.6542  1.152   1.55    1.9742] s
553,[ 0.4084  0.9961  1.4051  1.8197] s
554,[ 0.737   1.2222  1.6286] s
555,[ 0.4743  1.1363  1.531   1.9529] s
556,[ 0.7747  1.2503  1.652 ] s
557,[ 0.6389  1.1451  1.5301  1.9474] s
558,[ 0.3954  0.9268  1.3429  1.7551] s
559,[ 0.5354  1.0453  1.451   1.8676] s
560,[ 0.4143  0.9855  1.4     1.8107] s
