561,[ 0.0748  0.6115  1.077   1.469   1.8837] s
562,[ 0.9028  1.3646  1.777 ] s
563,[ 0.8321  1.2756  1.6781] s
564,[ 0.3172  0.8898  1.3409  1.748 ] s
565,[ 0.1295  0.8527  1.282   1.6807] s
566,[ 0.0643  0.847   1.3152  1.7241] s
567,[ 0.259   0.874   1.3251  1.7317] s
568,[ 0.4345  1.0854  1.4849  1.904 ] s
569,[ 0.02    0.6966  1.2355  1.6491] s
570,[ 0.2944  0.8822  1.2777  1.6712] s
571,[ 0.3075  0.8321  1.278   1.6865] s
572,[ 0.0466  0.9812  1.4314  1.8566] s
573,[ 0.0261  0.8119  1.2653  1.6734] s
574,[ 0.9604  1.3924  1.8082] s
575,[ 0.5486  1.0883  1.4856  1.9061] s
576,[ 0.396   1.1186  1.5232  1.9439] s
577,[ 0.3753  1.0863  1.5052  1.9297] s
578,[ 0.3564  0.8531  1.2867  1.6913] s
579,[ 0.0381  1.1476  1.548   1.9673] s
580,[ 0.0157  0.7662  1.2551  1.6583] s
581,[ 0.3548  0.9477  1.3607  1.7653] s
582,[ 0.9224  1.361   1.7669] s
583,[ 0.774   1.2881  1.7007] s
584,[ 0.0345  0.7868  1.3207  1.7381] s
585,[ 0.6878  1.2142  1.6213] s
586,[ 0.0287  0.6945  1.1943  1.5919] s
587,[ 0.5413  1.184   1.6022] s
588,[ 0.1503  0.872   1.3083  1.7103] s
589,[ 0.5632  1.1191  1.5129  1.936 ] s
590,[ 0.3905  0.929   1.3181  1.7137] s
591,[ 0.3418  0.9587  1.396   1.8095] s
592,[ 0.8483  1.2942  1.7018] s
593,[ 0.1261  0.649   1.127   1.5243  1.9499] s
594,[ 0.8987  1.3542  1.7652] s
595,[ 0.288   0.8434  1.2215  1.5983] s
596,[ 1.0371  1.4649  1.8824] s
597,[ 0.3361  0.9125  1.3462  1.7565] s
598,[ 0.2122  0.7835  1.1971  1.586 ] s
599,[ 0.3408  0.8882  1.3042  1.711 ] s
600,[ 0.2989  0.9287  1.3558  1.7759] s
601,[ 0.6888  1.2086  1.6127] s
602,[ 0.5186  1.1035  1.502   1.9218] s
603,[ 0.4715  1.117   1.5199  1.9462] s
604,[ 0.3386  0.9917  1.4163  1.8326] s
605,[ 0.1453  0.8083  1.3003  1.7192] s
606,[ 0.3855  1.0188  1.4247  1.8385] s
607,[ 0.123   1.1333  1.5591  1.9871] s
608,[ 1.1773  1.6108] s
609,[ 0.4882  1.0067  1.3955  1.8082] s
610,[ 0.14    0.779   1.2297  1.6245] s
611,[ 1.2317  1.6651] s
612,[ 0.1118  0.8809  1.306   1.7137] s
613,[ 0.3717  1.0426  1.4664  1.8811] s
614,[ 0.8647  1.3464  1.7576] s
615,[ 0.059   0.8309  1.3072  1.716 ] s
616,[ 0.4132  1.0444  1.4693  1.8922] s
617,[ 1.0248  1.4346  1.8463] s
618,[ 0.4716  1.0783  1.493   1.9179] s
619,[ 0.4324  1.0853  1.5067  1.9321] s
620,[ 0.6986  1.2059  1.6121] s
621,[ 0.3148  1.0324  1.4477  1.8625] s
622,[ 0.5845  1.2046  1.6161] s
623,[ 0.1795  0.698   1.1795  1.5947] s
624,[ 0.705   1.2538  1.6682] s
625,[ 0.6712  1.1711  1.5655  1.9859] s
626,[ 0.6485  1.175   1.5838] s
627,[ 0.3919  0.9582  1.3799  1.7985] s
628,[ 0.7466  1.2589  1.6728] s
629,[ 0.612   1.1029  1.5012  1.9254] s
630,[ 1.0743  1.51    1.9338] s
631,[ 0.6957  1.2063  1.6115] s
632,[ 0.1286  1.0355  1.4706  1.889 ] s
633,[ 0.3018  0.8496  1.2602  1.6636] s
634,[ 0.8276  1.2998  1.7027] s
635,[ 0.4471  1.0803  1.4961  1.9199] s
636,[ 1.1029  1.5183  1.9393] s
637,[ 0.4269  0.9661  1.3537  1.7542] s
638,[ 0.6116  1.1522  1.5559  1.9819] s
639,[ 0.1229  1.1422  1.574 ] s
640,[ 0.5797  1.1952  1.6178] s
641,[ 0.2568  0.8249  1.2619  1.6851] s
642,[ 0.018   0.6516  1.1441  1.5431  1.9679] s
643,[ 0.4692  1.1053  1.5361  1.965 ] s
644,[ 0.3114  0.9577  1.3966  1.8126] s
645,[ 0.0177  1.0152  1.4384  1.854 ] s
646,[ 0.7593  1.2311  1.6288] s
647,[ 0.3606  1.0212  1.45    1.8701] s
648,[ 0.3933  0.9343  1.3406  1.7486] s
649,[ 0.2068  0.9666  1.4001  1.8198] s
650,[ 0.6932  1.2095  1.6167] s
651,[ 0.1495  1.0554  1.4649  1.8808] s
652,[ 0.6422  1.2279  1.6521] s
653,[ 0.2904  0.9179  1.357   1.7673] s
654,[ 0.6557  1.2819  1.6968] s
655,[ 0.1615  0.9028  1.3307  1.7431] s
656,[ 0.4744  1.0409  1.432   1.8421] s
657,[ 0.5733  1.1381  1.5297  1.9487] s
658,[ 0.0111  0.9107  1.3579  1.7647] s
659,[ 0.222   0.9168  1.3773  1.8059] s
660,[ 0.6394  1.1672  1.5768] s
661,[ 0.2424  0.9827  1.4457  1.8635] s
662,[ 0.3669  0.9819  1.3896  1.8021] s
663,[ 0.0904  1.0372  1.4636  1.8797] s
664,[ 0.5125  1.187   1.6036] s
665,[ 0.2913  0.8512  1.256   1.6459] s
666,[ 0.2223  0.7667  1.207   1.6138] s
667,[ 0.1326  0.8259  1.2897  1.6935] s
668,[ 0.3722  1.1418  1.5548  1.9815] s
669,[ 0.1001  0.6509  1.1287  1.5145  1.9336] s
670,[ 0.2263  0.9262  1.372   1.7852] s
671,[ 0.8184  1.2761  1.6731] s
672,[ 0.1104  0.6543  1.1085  1.4993  1.914 ] s
673,[ 0.8942  1.4149  1.8415] s
674,[ 0.2686  0.9023  1.3428  1.7547] s
675,[ 0.1448  0.7647  1.219   1.6202] s
676,[ 0.0968  0.7502  1.2336  1.6392] s
677,[ 0.1493  0.9376  1.3943  1.8252] s
678,[ 0.3954  1.1664  1.6038] s
679,[ 0.0721  0.7431  1.2004  1.6046] s
680,[ 0.2377  0.8909  1.3075  1.711 ] s
681,[ 0.4956  1.0532  1.4657  1.8859] s
682,[ 0.5961  1.115   1.5068  1.9256] s
683,[ 0.2105  0.8845  1.3383  1.7469] s
684,[ 0.0697  0.7921  1.2609  1.6694] s
685,[ 0.4469  1.0379  1.4391  1.853 ] s
686,[ 0.1503  0.8476  1.2906  1.6872] s
687,[ 0.5615  1.1674  1.5688  1.9945] s
688,[ 0.3329  0.9683  1.3704  1.7733] s
689,[ 0.7053  1.2026  1.6091] s
690,[ 0.0327  0.937   1.368   1.7821] s
691,[ 0.0359  1.0322  1.4564  1.8752] s
692,[ 0.2918  1.0266  1.4788  1.9087] s
693,[ 0.0279  1.0438  1.4814  1.9014] s
694,[ 0.9668  1.4612  1.8875] s
695,[ 0.3779  1.043   1.4419  1.8543] s
696,[ 0.8173  1.2819  1.6879] s
697,[ 0.8224  1.3313  1.7452] s
698,[ 0.2391  0.8188  1.2428  1.6422] s
699,[ 0.2155  1.0238  1.4058  1.8084] s
700,[ 0.7463  1.2568  1.6711] s
701,[ 0.4502  1.0482  1.4549  1.8702] s
702,[ 0.4564  1.1285  1.5506  1.9792] s
703,[ 0.5268  1.1612  1.5695  1.9963] s
704,[ 0.6718  1.1781  1.5763] s
705,[ 0.9596  1.4196  1.8422] s
706,[ 0.1722  0.7729  1.2387  1.6437] s
707,[ 0.0359  0.749   1.2077  1.6018] s
708,[ 0.3585  1.0157  1.4596  1.8814] s
709,[ 0.3593  0.8888  1.2974  1.6961] s
710,[ 0.5443  1.0234  1.405   1.8155] s
711,[ 0.8787  1.3505  1.7674] s
712,[ 0.6535  1.1894  1.5952] s
713,[ 0.4036  1.017   1.4494  1.8761] s
714,[ 0.684   1.2132  1.6319] s
715,[ 0.1025  0.7443  1.2257  1.6393] s
716,[ 0.8923  1.3779  1.801 ] s
717,[ 1.1922  1.6211] s
718,[ 0.4916  1.0528  1.4578  1.8774] s
719,[ 0.2945  1.154   1.5807] s
720,[ 0.4502  1.0981  1.5148  1.94  ] s
721,[ 0.6489  1.1993  1.6072] s
722,[ 0.7077  1.1954  1.5939] s
723,[ 0.6282  1.1475  1.5364  1.9587] s
724,[ 0.1328  0.749   1.2313  1.6364] s
725,[ 0.3615  1.0255  1.4577  1.8772] s
726,[ 0.1216  1.2373  1.6564] s
727,[ 0.9059  1.3601  1.7713] s
728,[ 0.0689  0.7361  1.2286  1.6312] s
729,[ 0.5697  1.2244  1.6511] s
730,[ 0.6784  1.2011  1.6045] s
731,[ 0.1022  0.9774  1.4109  1.8246] s
732,[ 0.6533  1.1886  1.5885] s
733,[ 0.9291  1.3636  1.7712] s
734,[ 0.4252  1.1937  1.6197] s
735,[ 0.3675  0.9459  1.3921  1.8177] s
736,[ 0.473   1.1567  1.5758] s
737,[ 0.6728  1.2113  1.6091] s
738,[ 1.1559  1.6068] s
739,[ 0.3069  0.8313  1.2528  1.6506] s
740,[ 0.3858  0.9498  1.3763  1.7892] s
741,[ 0.4454  1.1129  1.5142  1.9338] s
742,[ 0.0919  0.8466  1.3631  1.7854] s
743,[ 0.6643  1.1568  1.5431  1.9642] s
744,[ 0.6721  1.2     1.6152] s
745,[ 0.0521  0.899   1.3565  1.7674] s
746,[ 1.0321  1.4544  1.8715] s
747,[ 0.4278  1.0209  1.4308  1.8492] s
748,[ 0.4411  1.0901  1.507   1.9296] s
749,[ 0.0379  0.9802  1.4068  1.8227] s
750,[ 0.2245  0.8327  1.2906  1.6945] s
751,[ 0.1485  0.8084  1.2569  1.6627] s
752,[ 0.3364  1.1148  1.5361  1.9614] s
753,[ 0.0678  0.9623  1.388   1.8033] s
754,[ 0.3039  1.0083  1.4535  1.877 ] s
755,[ 0.7323  1.2603  1.6765] s
756,[ 0.5862  1.0772  1.4554  1.8627] s
757,[ 0.4678  1.1203  1.5202  1.9424] s
758,[ 0.5021  1.0474  1.4526  1.8733] s
759,[ 0.2246  1.0453  1.4902  1.9186] s
760,[ 0.3837  0.9596  1.3771  1.7891] s
761,[ 0.3599  0.8444  1.2667  1.6682] s
762,[ 0.505   1.132   1.5222  1.9444] s
763,[ 0.0708  1.1204  1.5329  1.9578] s
764,[ 0.3475  0.8654  1.2463  1.6267] s
765,[ 0.3668  1.1284  1.5498  1.9785] s
766,[ 0.0491  0.9124  1.3637  1.7757] s
767,[ 0.0472  0.7466  1.2434  1.6572] s
768,[ 0.7499  1.2344  1.6415] s
769,[ 0.0089  0.7106  1.2018  1.6119] s
770,[ 0.221   0.8546  1.2735  1.6734] s
771,[ 0.2652  0.8944  1.3074  1.7139] s
772,[ 0.1842  0.8588  1.3142  1.7197] s
773,[ 0.5637  1.1485  1.5595  1.988 ] s
774,[ 0.3952  0.9933  1.3917  1.8046] s
775,[ 0.5658  1.1567  1.5727] s
776,[ 0.5718  1.1687  1.572   1.9976] s
777,[ 0.335   0.9855  1.4237  1.8392] s
778,[ 0.1832  0.824   1.2331  1.6252] s
779,[ 0.2651  0.936   1.3847  1.8022] s
780,[ 0.6072  1.153   1.561   1.9899] s
781,[ 0.4508  1.1486  1.5819] s
782,[ 1.0329  1.4914  1.9155] s
783,[ 0.6692  1.1919  1.61  ] s
784,[ 0.5851  1.1305  1.5318  1.9545] s
785,[ 0.6895  1.2491  1.6786] s
786,[ 0.4564  1.0269  1.4058  1.8133] s
787,[ 0.1809  0.9631  1.4003  1.8232] s
788,[ 1.2132  1.6392] s
789,[ 0.2221  0.8781  1.3329  1.7547] s
790,[ 0.7408  1.2568  1.6744] s
791,[ 0.378   1.0797  1.488   1.9103] s
792,[ 0.2237  1.0065  1.4471  1.8666] s
793,[ 0.2512  0.9037  1.3496  1.7687] s
794,[ 0.8317  1.2989  1.6989] s
795,[ 0.2483  1.1661  1.5835] s
796,[ 0.9433  1.415   1.8327] s
797,[ 0.7309  1.2121  1.6196] s
798,[ 0.0064  0.7772  1.2466  1.661 ] s
799,[ 0.9804  1.4285  1.8492] s
800,[ 0.4398  1.0279  1.4121  1.8214] s
801,[ 0.203   0.8528  1.2692  1.6702] s
802,[ 0.1871  0.9938  1.4105  1.8235] s
803,[ 0.7115  1.184   1.578 ] s
804,[ 0.2922  1.0749  1.4993  1.9237] s
805,[ 0.4329  1.0619  1.4617  1.8732] s
806,[ 0.6068  1.1228  1.512   1.9328] s
807,[ 0.4661  1.1342  1.536   1.9582] s
808,[ 0.4769  1.0494  1.4632  1.8844] s
809,[ 1.0081  1.4584  1.8807] s
810,[ 0.6465  1.293   1.7129] s
811,[ 0.3634  0.9869  1.3961  1.8114] s
812,[ 0.6036  1.1718  1.5842] s
813,[ 0.6448  1.1551  1.5524  1.976 ] s
814,[ 0.8737  1.3513  1.7569] s
815,[ 0.7532  1.2677  1.6855] s
816,[ 0.1491  0.8513  1.3222  1.7348] s
817,[ 0.7167  1.2377  1.6569] s
818,[ 0.7884  1.2657  1.6765] s
819,[ 0.6084  1.2471  1.663 ] s
820,[ 0.4511  1.0533  1.4677  1.889 ] s
821,[ 0.2753  0.8498  1.3027  1.7121] s
822,[ 0.391   0.909   1.2995  1.6994] s
823,[ 0.1207  0.6622  1.1819  1.6012] s
824,[ 1.022   1.4828  1.9069] s
825,[ 0.2917  0.9625  1.3867  1.8041] s
826,[ 0.2699  0.8555  1.3449  1.7577] s
827,[ 0.4099  1.0422  1.4348  1.85  ] s
828,[ 0.2709  0.8676  1.289   1.6965] s
829,[ 0.1299  0.8708  1.3515  1.774 ] s
830,[ 0.569   1.1279  1.5308  1.952 ] s
831,[ 0.5058  1.1351  1.5437  1.9682] s
832,[ 0.8378  1.2927  1.6962] s
833,[ 0.131   0.8299  1.3193  1.731 ] s
834,[ 0.3571  0.8717  1.2986  1.7099] s
835,[ 0.6846  1.1736  1.5564  1.979 ] s
836,[ 0.4213  1.2085  1.6256] s
837,[ 0.6772  1.2316  1.6368] s
838,[ 0.4055  0.9631  1.3659  1.7742] s
839,[ 0.9044  1.3718  1.7902] s
840,[ 0.7023  1.2458  1.6644] s
841,[ 0.2816  0.8821  1.309   1.7075] s
842,[ 0.6923  1.1936  1.591 ] s
843,[ 0.75    1.2509  1.6712] s
844,[ 1.01    1.4475  1.8656] s
845,[ 0.6236  1.1323  1.5215  1.94  ] s
846,[ 0.5571  1.1023  1.4959  1.9146] s
847,[ 0.3704  0.9833  1.3818  1.7918] s
848,[ 0.6511  1.2234  1.6368] s
849,[ 1.0922  1.5229  1.9512] s
850,[ 0.4983  1.1262  1.5285  1.9495] s
851,[ 0.3892  0.9832  1.3805  1.7874] s
852,[ 0.4368  1.1986  1.6256] s
853,[ 0.3236  0.8619  1.2688  1.6651] s
854,[ 0.5767  1.2035  1.6132] s
855,[ 0.5017  1.0501  1.4465  1.8642] s
856,[ 0.1944  0.8974  1.3448  1.7573] s
857,[ 0.5097  1.1029  1.5122  1.938 ] s
858,[ 1.1435  1.5624  1.9922] s
859,[ 0.3621  1.0172  1.4609  1.8797] s
860,[ 0.0602  0.728   1.1886  1.576   1.9992] s
861,[ 1.1666  1.6153] s
862,[ 0.1806  0.7888  1.2359  1.6414] s
863,[ 0.1727  0.874   1.3616  1.783 ] s
864,[ 0.1979  0.7398  1.2066  1.6104] s
865,[ 0.3437  1.0289  1.4421  1.8606] s
