0.6833,1.3352
0.2604,0.9883,1.7816
0.713,1.4476
0.5338,1.7567
0.27,0.8081,1.3056,1.7664,1.7664
0.9348,1.6348
0.7515
0.0482,0.6871,1.4031
1.0262
0.4867,1.0991,1.6802
0.3253,0.9999,1.625
0.1236,0.8514,1.4909
0.584,1.2734,1.8978
0.7709,1.7366
0.0518,0.686,1.2727
0.1906,0.7574,1.3471,1.9919
0.2417,0.7862,1.3311,1.786
0.6342,1.2497,1.8849
0.5127,1.2776,1.9264
0.5388,1.1525,1.774
0.5925,1.8507
1.3041
0.1303,0.5985,1.167,1.8169
31.5,1564.1,1564.1
0.3207,1.0236,1.6765
0.4111,1.0725,1.8203
0.0266,0.5447,1.1436,1.7136
0.7167,1.4367
0.7894,1.7018
0.2389,1.1263,1.8824
0.3428,0.9396,1.5684
0.3174,1.1658,1.8003
0.4714,1.1333,1.9022
0.5118,1.1167,1.7377
0.4352,1.1298,1.7707
0.1314,0.9463,1.8197
0.7193,1.8411
0.1386,0.6886,1.319,1.9239

1.0049
0.99,1.813
1.4049
0.4373,1.1141,1.8048
0.6587,1.5198
0.3047,1.5516
0.1346,0.6617,1.2275,1.8181
0.4352,1.1054,1.742
0.3759,0.9686,1.5677
0.2943,0.9262,1.5867
0.374,0.927,1.6024
0.1985,0.9176,1.9842
1.3873
0.3387,1.2005,1.8525
0.1803,1.006,1.6508
0.4958,1.0917,1.7157
0.155,0.9213,1.6134
0.5301,1.1262,1.8336
0.1903,0.7111,1.3862
0.3916,1.2004,1.8488
0.9261
0.6155,1.2569,1.8927
0.1114,0.9644,1.7002
0.3646,1.2037,1.9792
0.5748,1.3552,1.99,
1.898
0.2795,0.9218,1.5802
0.5427,1.2464
0.3498,1.4695

0.5342,1.5238
0.1914,0.989,1.6361
0.5873,1.3265,1.9245
0.2232,1.0263,1.7425
0.6413,1.5624
0.651,1.3839
0.2398,0.8993,1.6722
0.7042,1.9603
0.655,1.3027
0.5903,1.3758
0.7071,1.3613
0.6052,1.2257,1.8845
0.1813,0.7555,1.3646,1.9525
0.3821,1.1569,1.7762
0.0774,0.7519,1.4078
0.5846,1.115,1.6649
0.4955,1.4388
0.4673,1.2551,1.9071
0.7852,1.8011
0.495,1.1275
1.167
0.8534,1.5843
0.3691,1.3568
0.1294,0.6403,1.1235,1.5671
0.8499,1.6263
0.449,1.4891
1.0125
0.3614,1.1297,1.9764
0.3179,0.9809,1.6241
0.2481,0.8833,1.6776
0.6022,1.4619
61.1,1232.1,1232.1
1.0589
1.0986
0.4723,1.2631,1.9895
0.1552,1.5502
0.115,1.146
1.6881
1.2801
0.6457,1.4038
0.6783
0.6873,1.3887
0.5007,1.2096,1.9094
0.673,1.6484
0.3406,1.003,1.6326
0.4728,1.1233,1.7388
0.8511,1.8565
0.3576,0.9268,1.4745
35.8,1001.6,1001.6
0.6785,1.3769

0.8057,1.6914
0.1027,0.9144,1.7718
0.0383,0.6475,1.2689,1.8771
0.7342,1.4665
0.3598,1.0408,1.6722
0.7899,1.8903
0.4153,1.4885,1.4885,,1.4885
0.7434,1.3978
0.1072,0.7692,1.4056
0.6044,1.2474,1.8769
0.1587,0.7549,1.3714
0.6917,1.4759
1.1691
0.7741,1.6487
1.0722,1.8216
0.3096,1.6362
0.3511,1.0941,1.7263
0.3115,1.1944
0.6853,1.6, 
0.5192,1.2723,1.9064
0.3392,1.1246,1.9743
0.555,1.1839,1.7833
0.2228,1.0063,1.5725
0.5349,1.2565,1.9067
0.8485,1.5519
0.3152,0.9528,1.5057
0.9425,1.9475
0.1941,0.9079,1.7248
0.0277,0.9429,1.6284
0.5173,1.1396,1.678
0.3371,1.0917,1.7405
0.241,0.9153,1.4728
0.3024,1.3191
0.1362,0.8445,1.4386
1.439
0.9273
0.5892,1.2772,1.9873
0.1863,0.932,1.6254
0.6164,1.2535,1.9828

0.5252,1.2306,1.8222
0.8388,1.742
0.5616,1.1898
1.5072
0.6283,1.3974
0.2056,1.0878,1.7552
0.1877,1.2739
0.0983,0.7158,1.3306,1.9156
0.8573,1.6451
0.1951,0.8998,1.576
0.2594,0.9059,1.5641
0.6698,1.3888
0.3627
1.1077,1.8195
0.1307,1.0653,1.8188
0.4411,1.0584,1.7763
0.6843,1.3672
0.9442,1.9809
0.3125,1.0641,1.7658
0.7055,1.259,1.8265
1.51
0.8512,1.7605
0.7128,1.4077
0.7335,1.5578
0.3325,1.0757,1.7027
0.5896,1.1835,1.7081
0.2857,0.9314,1.5272
0.3736,0.8276,1.3675,1.9924
0.7467,1.3708
1.258
0.7354,1.5202
0.7962,1.6953
0.029,0.603,1.1924,1.8267
1.8833
0.4992,1.1199,1.6721
0.5331,1.1691
1.2919
1.0996
0.6419,1.3106,1.9817
0.498,1.2527,1.948
0.3604,0.9672,1.6229
0.6274,1.8823
0.9836
0.6413,1.3081,1.9875
0.671,1.3291,1.8938
0.5372,1.2834
0.5547,1.4226
0.5358,1.2358
0.6321,1.5331
0.519,1.1261,1.6353
0.5859,1.2322,1.9885
0.3824,0.9333,1.5566
0.4037,1.4077
128.5
0.8518,1.8203
0.2461,1.1369,1.901
0.0593,0.8654,1.554
0.1537,0.7762,1.2966,1.8499
0.4763,1.0447,1.6957
