1.0321
0.5074,1.2459
12.6,1225.1,1225.1
0.6561,1.4917
1.4971
0.3727,1.1789,1.9458
0.3438,1.1104,1.936
1.0122
0.197,1.2077
0.807,1.4802
0.576,1.2714
0.8739,1.9006

0.9357,1.9249
11.0,945.0,1740.6,945.0,1740.6
0.613,1.2746
0.6138,1.5476
0.6066,1.4908
0.6033,1.3961
0.42,1.2726,1.2726
0.5349,1.2613
0.4723,1.2108
0.4768,1.0919,1.7617
0.0508,0.8118,1.5916
0.2105,0.999
1.3425
0.316,0.9866,1.5248
0.1548,0.7678,1.3287,1.9427
0.6058,1.1813,1.8482
0.3372,1.0691,1.7581
1.3628
0.3885,0.9425,1.5088
0.628,1.7967
0.4141,1.1132,1.956
0.9563
0.5078,1.1648,1.9671
0.7539,1.592
0.3728,0.9769,1.6912
0.4175,1.1247,1.6921
0.2779,0.9359,1.4472

1.6774
0.4011,1.3469
40.2,1680.7,1680.7
0.7532,1.8484
0.1823,1.3414
0.3187,0.8627,1.4586
0.4094,0.9875,1.651
0.241,0.8721,1.4056,1.9017
1.4984
0.7304,1.7547
0.2913,0.8443,1.3692,1.8349
1.1585
0.485,1.2112,1.8657
0.0826,0.629,1.1386,1.6698
0.1787,0.9121,1.8158
0.0518,0.5758,1.1963,1.8479
0.6704,1.5619
0.6417,1.3362
0.0135,0.8452,1.3804,1.9392
0.082,0.8889,1.5858
0.3575,0.8906,1.4984
1.52
0.3233,1.3502
0.2958,0.9111,1.546
0.9854
0.0821,0.9457,1.7498
0.5289,1.4871
0.9985
0.7697,1.7493
0.1253,1.1288
0.4195,1.3511

0.0187,0.5999,1.2228,1.7397
1.1327
0.7404,1.5516
0.948,1.7297
0.0527,0.7613,1.9139
0.4789,1.2086
1.0078
0.3917,0.8892,1.4287
1.4368
0.291,0.9503,1.6806
0.936
0.2593,0.9417,1.4978
0.8604
0.5042,1.3397,1.9734
0.4422,0.9617,1.4933,1.9416
0.2661,0.7668,1.579
0.6818,1.5676
0.5084,1.2003,1.9104
0.6033,1.4532
0.0416,0.6423,1.4138
0.6067,1.6004
1.6734
0.964,1.9181
0.313,1.0397,1.8257
0.23,1.7601,1.7601
0.2567,1.0695,1.947
0.4479,1.2308
0.4804,1.1003,1.958
1.2133
1.2122
0.5941,1.2125,1.8462
1.0436
0.9823,1.6687
0.0515,0.6544,1.4604

0.441,1.0295,1.6741
0.8561,1.4802
1.909

0.5121,1.0543,1.6474
0.0912,0.9004,1.5543
1.3325
0.4625,1.7606
0.3298,1.3537
0.1724,0.872,1.5056

0.3729,0.9197,1.6695
0.3997,1.2725
0.6254,1.3844
241.2
0.0355,0.8169,1.4776

0.1804,0.8085,1.3993
73.8,974.8,974.8
0.7352,1.4846
0.4533,1.1681,1.7623
0.4292,1.5582
0.4309,1.069,1.7928
0.0549,0.7165,1.2911,1.7961
0.5495,1.1393,1.712
0.653,1.5465
0.7079,1.7268
0.1801,0.7679,1.3565,1.9494
0.436,0.9873,1.5553
0.4712,1.057,1.6285
0.5331,1.3896
0.4281,1.2453
0.0818,0.6902,1.3179,1.8494
1.3952
0.6737,1.382
0.5895,1.3084,1.9363
0.5934,1.8363
0.5143,1.0651,1.6248
0.1533,0.6785,1.2446,1.8447
237.5
0.6323,1.8988
0.3949,1.2956,1.975
0.3906,1.0485,1.6376
0.5235,1.0229,1.7151

0.2923,1.0742
164.8
0.5624,1.4968
0.5619,1.6443
0.5285,1.7687
1.5918
0.2176,0.8837,1.5473
0.2265,0.8711,1.5951
0.3267,1.2352,1.8658
0.3232,0.9381,1.5558
0.1906,1.1226,1.9628
0.6263,1.6284
0.1812,0.9378,1.5006
0.9485
0.4774,1.0771,1.799
0.6315,1.4167
0.5359,1.3601

0.6358,1.5273
0.4036,0.8844,1.4021,1.9691
0.7751,1.5628
0.4178,0.9153,1.5202
0.119,0.8412,1.472
0.7959,1.7141
1.2688
0.6246,1.5715
0.7501,1.7064
0.5563,1.2164,1.9984
0.4837,1.0304,1.5037
0.4143,1.4716
0.201,1.1398

0.5033,1.67,
0.123,0.8478,1.3938,1.9552
0.3658,1.1125,1.6847
0.1859,1.3124
0.1204,0.8675,1.5624
1.3944
0.2791,1.0568
0.1974,0.8897,1.4339
0.4471,1.2136,1.9228
0.6045,1.2538
0.622,1.6216
0.5911,1.3388
0.7368,1.5769
0.4839,1.1538
1024.4,7.7,1024.4,1024.4
15.9
0.413,1.2778
0.707,1.3567
0.5269,1.2067,1.9682
0.4275,1.2333,1.901
0.8592
0.1991,0.996,1.6826
0.2804,1.5063
0.5702,1.6414
0.0628,0.8877,1.7916
1.0895
0.5346
0.811,1.5402
0.6873,1.4739
1.3013
0.4341,1.3457
0.4382,0.9803
23.7,739.3,1382.3,1382.3
0.4947,1.0218,1.529
0.5319,1.5171
23.0
0.2726,0.9655,1.6254
0.3651,1.165,1.8134
0.5124,1.3173
0.0365,1.034,1.6816
0.4682,1.04,
0.4319,1.2029,1.9645
0.2569,1.1032,1.8726
0.4852,1.321,1.9272
0.4332,1.678
1.6353

0.3369,0.906,1.511
0.3737,1.6758
0.5851,1.4211
0.5345,1.2324,1.8993


1.5024
0.1492,0.9104,1.83,
0.1635,1.0635,1.9151
0.4031,0.9568,1.5951
0.1476,0.8557,1.5565
232.8
0.047,0.6155,1.1748,1.8769
0.9322
36.2,1071.1,1071.1
0.6004,1.2783,1.946
0.2963,1.0524,1.687
0.7699,1.687
0.1928,1.2859
0.6084,1.4625
37.2,1183.0,1183.0
1.2203
0.3395,1.2361,1.7935
0.3017,1.1731,1.9499
1.0047,1.9377
0.5256,1.3089
1.0407,1.8704

0.4889,1.107,1.7209
0.6921,1.2661
0.8354,1.9383
0.3972,1.3651
0.6771,1.4503
0.5393,1.2272
0.7396,1.5602
0.6706,1.3551
0.529,1.6655
0.6949,1.6076
0.7664,1.5473

0.1102,0.7368,1.3482
0.7318,1.6702
0.3344,0.9092,1.6642
0.6117,1.3439,1.9726
0.6739,1.407
0.9196
0.1515,1.2287

0.3794,1.7309
0.7288,1.9496
0.7616,1.7774
0.435,1.2282
0.7315

0.2919,0.84,1.3828,1.9608,1.9608
103.4
0.2201,0.8075,1.3943,1.9652
0.7657,1.548

0.1548,0.9015,1.5878
29.3
0.4853
0.1709,0.8026,1.5517
0.5789,1.5972
0.7304,1.7074
0.1656,0.926,1.6165
0.6006,1.2978
1.069,1.8413
54.8,1317.6,1317.6
0.7217,1.4494
0.134,0.8995,1.6281
0.4126,1.392
0.3674,1.1501,1.8743
0.6617,1.8952
0.2203,1.2006
0.7246,1.5513
311.6
0.2422,0.9732,1.8242
0.5603,1.491
0.3137,0.8811,1.5623
0.3718,1.3874
47.5,1225.4,1225.4
0.7379,1.4886
0.4004,1.0466,1.7263
0.41,0.9729,1.5027,1.5027
1.2,753.9,1515.0,1515.0
0.5636,1.1572,1.7197
937.0,36.0,937.0
0.4395,1.0177,1.5033
0.4688,1.0388,1.6768
0.8062,1.6367
0.6172,1.4998
299.4
0.69,1.8523,1.8523
0.7703,1.554
0.3005,0.9112,1.6278
0.4007,1.4395

0.13,0.7692,1.3658,1.9281,1.9281
0.0726,0.8163,1.6805
0.4039,1.1983,1.824
0.4329,1.0584
0.6489,1.3413
1.2787
0.7809,1.5536
0.2531,0.8708,1.6927
0.5765,1.2248
1.5027
1.1045
1.2978
1.3449
1.2872
0.5152,1.7384
0.5792,1.5152
0.6064,1.3363
1.9356
0.6771,1.9483
0.3929,1.2087,1.8171
0.4779,0.9401,1.4997
0.8902,1.6811
0.0767,0.7983,1.557

0.0634,1.6195
0.428,1.1381,1.9233
0.66,1.4913,1.4913
0.5353,1.5311
0.253,0.8935,1.7391
0.0809,0.7008,1.4654
0.4791,1.4128
0.3707,1.199
0.258,1.1596,1.9306
0.453,1.071,1.8436
0.6475,1.5057
103.1,951.9
1.5009
0.7391,1.9411
0.5578,1.3518
0.0475,1.1749,1.9776
0.4317,1.3026
