101,0.501,1.2067,1.7221
102,0.5368,1.172,1.7112
103,0.2248,0.9166,1.5324
104,0.7989,1.5202
105,0.9847,1.6293
106,0.2193,0.8776,1.4394,1.9184
107,0.0654,1.1646,1.7486
108,0.7886,1.4371,1.9163
109,0.0786,0.7655,1.3564,1.8414
110,0.2875,0.9532,1.5313,1.999,
111,0.3855,0.9247,1.4472,1.906,
112,0.413,1.1587,1.7049
113,0.1299,0.7688,1.3301,1.8047
114,0.0933,0.8078,1.4278,1.9013
115,0.5466,1.2116,1.7407
116,0.6976,1.3587,1.845,
117,0.0075,0.6309,1.2812,1.7911
118,0.7431,1.4063,1.8939
119,0.1532,0.8974,1.5362
120,0.6625,1.3336,1.8554
121,0.3109,1.0481,1.6116
122,0.5525,1.2303,1.7472
123,0.068,0.8737,1.5011,1.9721
124,0.6482,1.2798,1.7927
125,0.2094,0.8833,1.4948,1.9692
126,0.6024,1.3073,1.8042
127,0.7822,1.441,1.9135
128,0.2956,0.9744,1.5267,1.9881
129,1.2394,1.7853
130,0.291,0.9655,1.5449
131,0.5665,1.2952,1.8236
132,0.5023,1.1983,1.7282
133,0.4022,1.0426,1.6134
134,0.6459,1.3244,1.8272
135,0.4216,1.1037,1.6367
136,0.4244,1.117,1.6458
137,0.8485,1.5092,1.9832
138,0.3614,1.002,1.5815
139,0.2859,0.8515,1.4067,1.8602
140,0.0436,0.7055,1.3032,1.8216
141,0.4787,1.3307,1.856,
142,0.1141,0.7924,1.4213,1.8916
143,0.1533,0.9261,1.5183,1.9817
144,0.8558,1.5103,1.981,
145,0.0472,1.0801,1.6853
146,0.7481,1.4291,1.9176
147,0.2942,1.1222,1.6962
148,0.5347,1.2407,1.7738
149,0.1641,0.8365,1.4354,1.8955
150,0.6186,1.256,1.7532
151,0.4348,1.0552,1.5896
152,0.3297,1.0458,1.6098
153,0.2539,0.9072,1.4954,1.9628
154,0.7568,1.4341,1.9228
155,0.2699,0.8953,1.4609,1.9178
156,0.161,0.8032,1.3795,1.8598
157,0.9094,1.5676
158,0.6559,1.3425,1.8299
159,0.4361,1.1656,1.7329
160,0.8007,1.4656,1.9397
161,0.7479,1.4062,1.892,
162,0.8508,1.5102,1.9846
163,0.5384,1.1758,1.6798
164,0.4676,1.227,1.759,
165,0.4211,1.1112,1.6801
166,0.0397,0.7064,1.3237,1.8134
167,0.9175,1.6106
168,0.5702,1.2211,1.75,
169,0.5493,1.2034,1.6884
170,0.9032,1.5475
171,0.3321,1.0259,1.5909
172,0.5411,1.1736,1.6919
173,0.3817,1.1363,1.6495
174,0.8009,1.4782,1.9548
175,0.7372,1.3989,1.8752
176,0.5806,1.3559,1.8607
177,0.6444,1.3383,1.8269
178,0.2153,1.0305,1.6262
179,0.3961,1.2195,1.7567
180,0.7853,1.4923,1.9775
181,0.7544,1.4502,1.9347
182,0.7805,1.4468,1.9201
183,0.5597,1.1695,1.6802
184,0.4523,1.1089,1.6636
185,0.0357,0.9453,1.5651
186,0.6727,1.3687,1.8719
187,0.1132,0.8996,1.5174,1.9874
188,0.0746,0.9084,1.5011,1.9642
189,0.187,1.0887,1.6589
190,0.7641,1.4093,1.8799
191,0.9089,1.5573
192,,.002,.893,1.529,1.990
193,0.0445,0.5622,1.1081,1.6244
194,0.1864,0.8961,1.503,1.9686
195,1.1472,1.7561
196,0.4566,1.1862,1.7333
197,0.587,1.287,1.8057
198,0.5282,1.237,1.7701
199,1.1083,1.7399
200,0.1959,0.9126,1.5257,1.991,
201,0.6494,1.3427,1.8386
202,0.1384,0.9317,1.5439
203,0.5925,1.2852,1.786,
204,0.5744,1.2261,1.7477
205,0.4385,0.9897,1.5049,1.9567
206,0.3861,1.0754,1.6387
207,0.6479,1.3133,1.8,
208,0.1049,1.1185,1.6934
209,0.2741,1.1649,1.7289
210,0.4264,1.0287,1.5716
211,0.7283,1.3715,1.8597
212,0.4255,1.162,1.721,
213,0.9019,1.5563
214,1.0433,1.6677
215,0.2771,1.0556,1.6616
216,0.4425,1.0535,1.5957
217,0.691,1.3587,1.8461
218,0.2941,0.9586,1.5172,1.9768
219,0.2618,0.92,,1.508,1.9698
220,0.4769,1.2476,1.7674
221,0.8405,1.4918,1.9659
222,0.9294,1.5662
223,0.7736,1.4178,1.888,
224,0.376,1.0604,1.6303
225,0.6036,1.2526,1.7552
226,1.2951,1.8496
227,0.9273,1.5789
228,0.4638,1.2219,1.7587
229,0.4655,1.0848,1.5915
230,0.0842,0.7821,1.3141,1.7804
231,0.9379,1.5476
232,0.588,1.2931,1.8086
233,0.1496,1.1731,1.7623
234,0.8199,1.4788,1.9514
235,0.3345,1.2382,1.7599
236,0.2034,0.9328,1.5316
237,0.2527,0.9367,1.5205,1.9886
238,0.2153,1.0033,1.5836
239,1.5815
240,0.2495,1.1126,1.699,
241,0.4717,1.1214,1.6345
242,0.1113,0.8494,1.4986,1.9776
243,0.5228,1.2346,1.7704
244,0.9358,1.5727
245,0.3211,1.0531,1.6169
246,0.4399,1.1072,1.6434
247,0.8969,1.5667
248,0.1805,0.9876,1.6155
249,0.2158,0.9067,1.509,1.9727
250,0.5619,1.2239,1.7454
251,0.4272,1.178,1.7283
252,0.4048,1.2868,1.8226
253,0.5359,1.2677,1.7773
254,0.6284,1.3135,1.8056
255,0.2738,1.0519,1.6287
256,0.5596,1.226,1.731,
257,0.8022,1.4518,1.9208
258,0.4568,1.1461,1.7035
259,0.0401,0.6216,1.2424,1.7456
260,0.0069,0.8632,1.4919,1.9662
261,0.0794,0.678,1.2324,1.7375
262,0.6409,1.3313,1.826,
263,0.3045,0.8915,1.4347,1.8929
264,0.6112,1.2908,1.7852
265,0.3318,1.0328,1.5921
266,1.081,1.6959
267,0.5422,1.1898,1.7074
268,0.0252,0.8377,1.4599,1.9336
269,0.5579,1.1739,1.6942
270,0.564,1.2982,1.8308
271,0.3862,1.1297,1.6708
272,0.5592,1.2442,1.7648
273,0.4163,0.9586,1.5049,1.9607
274,0.496,1.2058,1.7638
275,0.5127,1.1704,1.6946
276,0.8241,1.4902,1.9624
277,0.7403,1.3837,1.8748
278,0.3769,0.9656,1.5319,1.9863
279,0.628,1.3751,1.8725
280,0.2791,0.9057,1.4562,1.9203
281,0.7946,1.4476,1.9151
282,0.3526,1.0243,1.5842
283,0.8759,1.5211,1.9982
284,0.5592,1.285,1.8031
285,0.9017,1.5595
286,0.4277,1.237,1.7726
287,0.1442,1.2016,1.7548
288,0.5629,1.2778,1.7995
289,0.8446,1.4991,1.9725
290,0.5404,1.256,1.7993
291,0.8196,1.4768,1.9571
292,0.6025,1.2677,1.7957
293,0.4161,1.0633,1.6239
294,0.074,0.8207,1.465,1.9424
295,0.706,1.3803,1.8745
296,0.7489,1.5169,1.9909
297,0.5523,1.1788,1.6843
298,0.9707,1.5904
299,0.4063,1.119,1.688,
300,0.5411,1.2622,1.768,
301,0.357,0.9906,1.5577
302,0.2305,0.9078,1.463,1.9312
303,0.8013,1.4756,1.9493
304,0.853,1.499,1.9763
305,0.7322,1.3966,1.8905
306,0.0249,0.6155,1.2142,1.6724
307,0.4517,1.1854,1.716,
308,0.5434,1.2086,1.7318
309,0.2051,0.8127,1.3821,1.8365
310,0.4922,1.2205,1.7486
311,0.4628,1.1152,1.6026
312,0.4772,1.194,1.7208
313,0.3418,0.8768,1.4039,1.8619
314,0.627,1.2796,1.7685
315,0.1599,0.7822,1.3272,1.7994
316,0.5706,1.1905,1.7058
317,0.1339,0.8532,1.4705,1.941,
318,0.2263,0.9335,1.5446
319,0.6485,1.373,1.8814
320,0.158,0.9165,1.5373
321,1.1647,1.7213
322,0.1915,0.9661,1.565,
323,0.0448,0.9244,1.5723
324,0.2056,0.8712,1.4658,1.9246
325,0.5325,1.1323,1.6259
326,0.47,,1.4006,1.9047
327,0.6124,1.246,1.7421
328,1.1904,1.7626
329,0.7393,1.4133,1.9016
330,0.2871,1.2385,1.7923
331,0.9062,1.5412
332,0.3266,1.0898,1.6517
333,0.1952,0.9008,1.5247,1.9928
334,0.0944,1.028,1.6333
335,0.7493,1.4215,1.9038
336,0.6409,1.3596,1.8522
337,0.6394,1.3688,1.8604
338,0.7326,1.3852,1.865,
339,0.4204,1.067,1.5946
340,0.2002,0.8762,1.486,1.9566
341,0.4188,1.1644,1.6949
342,0.2154,0.9901,1.6049
343,0.1958,0.9048,1.5118,1.9754
344,0.6682,1.3933,1.8876
345,0.5693,1.2438,1.7488
346,0.756,1.4264,1.9161
347,0.467,1.1269,1.668,
348,0.2529,0.8653,1.4097,1.8818
349,0.2088,0.9116,1.4893,1.9527
350,0.7763,1.4338,1.905,
351,0.7692,1.4693,1.9456
352,0.3484,1.0893,1.6407
353,0.6389,1.4151,1.907,
354,0.2492,1.14,,1.7214
355,0.5436,1.1884,1.7117
356,0.4715,1.0953,1.6095
357,0.3568,0.9813,1.5681
358,0.196,1.0279,1.6161
359,0.2576,1.0611,1.6303
360,0.7591,1.4576,1.9473
361,0.4651,1.2405,1.778,
362,0.0624,0.8365,1.4834,1.9623
363,0.5415,1.2803,1.7847
364,0.0907,0.6867,1.2893,1.7812
365,0.1554,1.0749,1.6678
366,0.7374,1.3903,1.8746
367,0.7173,1.391,1.8765
368,0.9672,1.601,
369,0.8019,1.4664,1.9436
370,0.4571,1.1834,1.7027
371,1.0337,1.6789
372,0.2662,0.9516,1.5383
373,0.4685,1.206,1.7743
374,0.5093,1.1407,1.6644
375,0.2325,1.1259,1.7106
376,0.5727,1.2594,1.7929
377,0.2276,1.1234,1.6917
378,0.7432,1.4256,1.9133
379,0.7295,1.4689,1.9537
380,0.8892,1.5443
381,0.3188,1.0392,1.5867
382,0.6587,1.3643,1.8514
383,0.819,1.4897,1.9697
384,0.2428,0.9535,1.5153,1.9755
385,0.2195,0.9464,1.529,1.993,
386,0.4322,1.1567,1.6991
387,0.757,1.4173,1.8919
388,0.2197,0.971,1.6089
389,0.1608,0.9861,1.5971
390,1.0548,1.6668
391,0.1457,0.8275,1.408,1.8823
392,0.2994,1.2041,1.7645
393,0.3824,0.9864,1.5302,1.9921
394,0.5378,1.0361,1.5644
395,0.2821,1.0043,1.5808
396,1.2332,1.7962
397,0.5307,1.2758,1.7923
398,0.646,1.2766,1.7815
399,0.1454,0.9023,1.5153,1.9786
400,0.1557,0.8815,1.4867,1.9667
401,0.5714,1.2119,1.7278
402,0.5994,1.2217,1.7357
403,0.562,1.223,1.7323
404,0.3698,1.004,1.565,
405,0.501,1.2239,1.7832
406,0.2539,0.931,1.5117,1.9735
407,0.3759,1.2307,1.7829
408,0.316,0.919,1.4724,1.9383
409,0.7612,1.4154,1.8849
410,0.7518,1.4187,1.8912
411,0.0919,0.5861,1.1871,1.7047
412,0.2186,0.8755,1.4819,1.9539
413,0.2472,0.9275,1.4803,1.9352
414,0.4759,1.2514,1.7949
415,0.8174,1.5127,1.9907
416,0.4908,1.1917,1.7196
417,1.3747,1.9161
418,0.1778,0.9531,1.5866
419,0.4566,1.1305,1.6703
420,0.0599,0.8772,1.506,1.9787
421,0.4201,0.9689,1.5508
422,0.7506,1.4243,1.8998
423,0.5281,1.1632,1.6639
424,0.0724,0.94,,1.547,
425,1.1846,1.7837
426,0.2457,1.0535,1.6343
427,0.4736,1.0296,1.554,
428,0.4754,1.3145,1.825,
429,0.5805,1.3879,1.8824
430,0.5363,1.2132,1.738,
431,0.9258,1.6121
432,0.0277,0.621,1.2242,1.7567
433,0.3591,1.0447,1.5979
434,0.0703,0.7005,1.2789,1.7788
435,0.4589,1.1124,1.6711
436,0.2867,0.9336,1.5169,1.9801
437,0.2731,1.1156,1.6795
438,0.035,0.7514,1.3901,1.8635
439,0.548,1.2732,1.8066
440,0.8445,1.5187,1.9984
441,0.2983,0.9387,1.5198,1.9815
442,0.7492,1.4126,1.8958
443,1.4693,1.9696
444,0.5829,1.3159,1.8225
445,0.5802,1.2285,1.7154
446,0.3917,1.1317,1.688,
447,0.5038,1.2809,1.7995
448,0.3199,0.9865,1.5469
449,0.3918,1.0335,1.6024
450,0.0735,0.6755,1.3057,1.8054
451,0.4401,1.1342,1.6572
452,0.1365,0.9837,1.6084
453,0.0138,0.7454,1.3722,1.8607
454,0.8086,1.4237,1.8987
455,0.7807,1.4539,1.9352
456,0.6438,1.2929,1.7812
457,0.1739,1.0691,1.6608
458,0.2416,1.0458,1.6275
459,0.376,1.1251,1.672,
460,0.2533,0.9534,1.5122,1.9825
461,0.5389,1.2695,1.7983
462,0.4119,1.1734,1.7176
463,0.1118,0.8854,1.5073,1.9713
464,0.5673,1.092,1.609,
465,0.6104,1.3567,1.8585
466,0.1613,0.7589,1.3424,1.8277
467,0.0951,0.8618,1.4869,1.9582
468,0.2741,1.1969,1.7443
469,0.7671,1.4461,1.9203
470,0.4124,1.1782,1.7418
471,0.1326,1.0258,1.6489
472,0.5312,1.1742,1.6896
473,0.4951,1.2645,1.7969
474,0.5007,1.1574,1.6849
475,0.1449,0.9555,1.5519
476,0.5494,1.222,1.731,
477,0.7504,1.4195,1.8962
478,0.203,0.9126,1.5099,1.9729
479,0.5683,1.2245,1.7241
480,0.1171,1.0583,1.6617
481,0.3634,1.0465,1.5684
482,0.2722,0.8954,1.4875,1.9621
483,0.8326,1.4901,1.9616
484,0.8977,1.5512
485,0.1403,0.7503,1.3463,1.8368
486,0.6508,1.358,1.8459
487,0.4367,1.2014,1.7329
488,0.8389,1.4985,1.9701
489,0.3716,0.9813,1.535,1.9949
490,0.5911,1.2414,1.7461
491,0.8834,1.5443
492,0.5937,1.1875,1.692,
493,0.4834,1.1423,1.6672
494,0.2821,1.028,1.5892
495,0.1158,0.7423,1.3307,1.8307
496,0.325,1.1684,1.7185
497,0.0676,0.9576,1.5762
498,0.8442,1.5136,1.985,
499,0.9122,1.5527
500,0.7472,1.4056,1.8807
501,0.4873,1.1708,1.6904
502,0.4241,1.0313,1.5619
503,0.2852,1.242,1.7889
504,0.105,0.9569,1.5841
505,0.3319,1.0911,1.657,
506,0.6762,1.341,1.827,
507,0.2437,0.8776,1.452,1.9232
508,0.584,1.3337,1.8502
509,0.4309,1.146,1.6982
510,0.1838,0.9098,1.5173,1.9822
511,0.3227,0.9371,1.5044,1.9646
512,0.9743,1.6267
513,0.1778,0.8364,1.4316,1.8923
514,0.4623,1.1806,1.7164
515,0.4776,1.2964,1.8281
516,0.1429,0.9674,1.5887
517,0.7738,1.4314,1.9064
518,0.0205,0.8237,1.4606,1.9256
519,0.8932,1.5391
520,0.0938,0.8802,1.512,1.9824
521,0.3255,0.9769,1.5389
522,0.2197,0.8879,1.436,1.9143
523,0.5615,1.2085,1.6987
524,0.6674,1.4485,1.9348
525,0.7407,1.4161,1.9024
526,0.5466,1.214,1.7361
527,0.1358,1.0317,1.6272
528,0.7182,1.3836,1.8697
529,0.145,0.9733,1.6024
530,0.4822,1.1349,1.6582
531,0.7066,1.3724,1.8547
532,0.6279,1.2981,1.8285
533,0.7578,1.4774,1.9582
534,0.7368,1.3573,1.8277
535,0.5382,1.4746,1.9613
536,0.1402,0.8959,1.527,
537,0.8875,1.5326
538,0.2631,0.9356,1.4432,1.9084
539,0.1837,0.9578,1.5566
540,0.3559,1.0022,1.5464
541,0.8654,1.5157,1.9865
542,0.3098,0.9491,1.5304,1.991,
543,0.1456,1.049,1.6368
544,0.2575,0.9248,1.5377
545,0.1068,0.6531,1.2013,1.7247
546,0.5637,1.214,1.73,
547,0.3259,0.9994,1.5611
548,0.3057,1.1195,1.6975
549,0.1147,0.9502,1.5655
550,0.7543,1.5077,1.9851
551,0.5986,1.2936,1.8092
552,0.3442,1.0037,1.5437
553,0.7161,1.3692,1.8703
554,0.9215,1.55,
555,0.1952,0.849,1.4493,1.9281
556,0.5374,1.2634,1.8146
557,0.2913,0.9685,1.5643
558,0.4066,1.1212,1.6708
559,0.3625,1.0299,1.5881
560,0.9077,1.5912
561,0.2867,1.1405,1.6951
562,0.7105,1.3716,1.8582
563,0.543,1.253,1.79,
564,0.583,1.2843,1.8107
565,0.193,1.0041,1.6157
566,0.1,0.9224,1.5316,1.9962
567,0.211,0.8799,1.4069,1.8656
568,0.4343,1.178,1.7392
569,0.0593,1.0887,1.6895
570,0.2938,0.9367,1.488,1.9558
571,0.5137,1.0923,1.616,
572,0.0695,0.988,1.6058
573,0.1227,0.8479,1.4893,1.9674
574,0.8686,1.5223,1.9952
575,0.6961,1.3696,1.8628
576,0.6397,1.3296,1.8246
577,0.3886,1.029,1.5804
578,1.1804,1.7465
579,0.1265,0.9497,1.5622
580,0.0726,1.2426,1.7851
581,1.0338,1.6686
582,0.76,,1.4274,1.9053
583,0.4202,1.1811,1.7367
584,0.0231,0.5907,1.1666,1.6611
585,0.8115,1.4871,1.9667
586,0.1401,0.8854,1.4652,1.9211
587,0.0927,0.7555,1.3717,1.8539
588,0.5505,1.2718,1.7906
589,0.5941,1.2458,1.7493
590,0.7088,1.3611,1.8473
591,0.9838,1.6025
592,0.7073,1.49,,1.9731
593,0.115,0.7735,1.4034,1.8916
594,0.587,1.2364,1.7326
595,0.2096,0.9606,1.5696
596,0.6159,1.2855,1.803,
597,0.9921,1.6685
598,0.5732,1.3128,1.8301
599,0.5368,1.3103,1.8298
600,0.6861,1.3583,1.8414
601,0.6207,1.3234,1.8235
602,0.6499,1.3071,1.8172
603,0.4426,1.2062,1.7435
604,0.573,1.3129,1.8227
605,0.1566,1.1324,1.7176
606,0.4167,1.3182,1.8638
607,0.1741,1.0815,1.6704
608,0.6069,1.2702,1.7605
609,0.6581,1.3693,1.8744
610,0.0914,0.9194,1.5457
611,0.2603,0.9868,1.5333,1.9967
612,0.0465,0.7671,1.3901,1.8607
613,0.5809,1.2672,1.7712
614,0.6434,1.3981,1.9054
615,0.7125,1.3835,1.8655
616,0.4198,1.1267,1.6585
617,0.5855,1.3043,1.8266
618,0.3813,1.1455,1.6764
619,0.4492,1.0828,1.6331
620,0.3147,1.0334,1.6103
621,0.3399,1.1116,1.6833
622,0.4528,1.3404,1.8595
623,0.284,0.95,,1.5251,1.9886
624,0.6055,1.2808,1.7973
625,0.7081,1.3414,1.8207
626,0.3223,0.9404,1.515,1.975,
627,0.3995,1.0511,1.6055
628,0.8909,1.5403
629,0.9266,1.5655
630,0.7865,1.4341,1.9034
631,0.7273,1.3807,1.8619
632,0.1227,0.8689,1.485,1.9552
633,0.6233,1.2584,1.769,
634,0.6388,1.2759,1.7753
635,0.6787,1.3157,1.805,
636,0.6427,1.3085,1.8184
637,0.4767,1.0928,1.6292
638,0.6142,1.2755,1.7882
639,0.1882,0.9103,1.5233,1.9909
640,0.0975,0.6841,1.2796,1.7547
641,0.2453,1.2257,1.7679
642,0.0165,0.6977,1.3277,1.8117
643,0.6665,1.2754,1.7744
644,0.7611,1.4374,1.9293
645,0.0562,0.827,1.4844,1.9634
646,0.3292,0.9654,1.5181,1.9838
647,0.3801,0.9759,1.5377,1.9951
648,0.4454,1.17,,1.7329
649,0.1343,0.9721,1.5844
650,0.4427,1.2232,1.766,
651,0.1203,0.9411,1.5499
652,0.7611,1.4534,1.947,
653,0.2788,1.0174,1.5948
654,0.8908,1.5351
655,0.2318,1.0748,1.6435
656,0.5235,1.2447,1.7539
657,0.4413,1.2731,1.7921
658,0.0114,0.5455,1.1013,1.6265
659,0.2015,0.9701,1.584,
660,1.1304,1.7147
661,0.2428,1.0787,1.6703
662,0.547,1.2822,1.7846
663,0.1141,0.8802,1.5053,1.9802
664,0.6578,1.3958,1.8978
665,0.3081,0.8893,1.4445,1.9108
666,0.4278,1.2781,1.8101
667,0.0421,0.7872,1.3849,1.8516
668,1.3339,1.8704
669,0.5345,1.3845,1.8892
670,0.3271,1.0848,1.6296
671,0.3962,1.1874,1.731,
672,0.3537,0.9495,1.5266,1.9846
673,1.2898,1.8345
674,0.3339,1.2246,1.7733
675,0.1663,0.9581,1.576,
676,0.1251,0.9248,1.5646
677,0.1937,0.9964,1.5957
678,0.3455,1.1366,1.6823
679,0.0649,0.9551,1.5688
680,0.1652,1.0729,1.6552
681,0.5216,1.1681,1.6974
682,0.7314,1.4103,1.9026
683,0.3318,1.0341,1.5916
684,0.0482,0.921,1.5074,1.9709
685,1.1109,1.6897
686,0.0648,0.8913,1.5251,1.9926
687,0.3611,0.9528,1.5109,1.9731
688,0.278,1.0435,1.6068
689,0.8949,1.5328
690,0.0543,0.8653,1.5136,1.9903
691,0.1122,1.0375,1.6269
692,0.4516,1.1472,1.6691
693,0.2119,0.9318,1.533,
694,0.1829,0.9246,1.5182,1.9848
695,0.7026,1.3674,1.8439
696,0.6129,1.2687,1.7765
697,0.8775,1.5823
698,0.1776,0.9136,1.5326
699,0.142,0.8734,1.4801,1.9457
700,0.424,1.2047,1.735,
701,0.4867,1.2326,1.7714
702,0.3808,1.174,1.7252
703,0.5454,1.2105,1.7415
704,0.4384,1.2224,1.7567
705,0.513,1.2055,1.7341
706,0.2168,0.9353,1.5206,1.9837
707,0.1214,0.925,1.5178,1.9892
708,0.3182,1.0389,1.6258
709,0.4252,1.1701,1.7227
710,0.8211,1.5011,1.9777
711,0.5393,1.0327,1.5432,1.9963
712,0.6142,1.265,1.7598
713,0.6639,1.2994,1.8042
714,0.6766,1.2917,1.7608
715,0.216,1.005,1.5904
716,0.8389,1.4709,1.9433
717,0.159,0.8505,1.4457,1.918,
718,0.2523,1.1757,1.7273
719,0.2127,1.1531,1.723,
720,0.2834,0.9286,1.5055,1.9716
721,0.7408,1.3579,1.8457
722,0.4543,1.0615,1.5539
723,0.3737,1.1484,1.693,
724,0.558,1.2527,1.7712
725,1.0295,1.6799
726,0.0809,0.9155,1.5162,1.9804
727,0.5425,1.2402,1.7623
728,0.1343,1.0368,1.6366
729,0.4834,1.1709,1.6841
730,1.0837,1.6782
731,0.0399,0.6538,1.2941,1.7975
732,1.0321,1.6494
733,0.6178,1.301,1.8163
734,0.9605,1.6133
735,0.8565,1.5129,1.9827
736,0.7906,1.4754,1.9461
737,0.3374,1.1143,1.6911
738,0.7587,1.4104,1.8972
739,0.167,0.9065,1.523,1.9889
740,0.784,1.4563,1.9381
741,0.3234,0.9718,1.5209,1.9766
742,0.1928,1.0617,1.6537
743,0.3593,1.0491,1.6252
744,0.56,,1.1394,1.6426
745,0.0856,0.8386,1.4376,1.9055
746,0.3102,0.9194,1.4909,1.9554
747,0.5364,1.248,1.7687
748,0.9185,1.5458
749,0.0883,0.9423,1.5844
750,0.1879,0.8373,1.443,1.9201
751,0.3303,1.1776,1.7235
752,0.7507,1.4244,1.912,
753,0.1044,1.0398,1.638,
754,0.2849,1.2912,1.8165
755,0.6405,1.3063,1.8162
756,0.6068,1.2878,1.8066
757,0.4134,1.1802,1.7122
758,0.8456,1.5038,1.9809
759,0.2875,1.0442,1.6007
760,0.4574,1.1211,1.6492
761,0.6458,1.3097,1.8076
762,0.2093,0.9314,1.5406
763,0.0605,0.8661,1.5025,1.9703
764,0.5374,1.225,1.7461
765,0.9419,1.595,
766,0.0607,0.9927,1.6335
767,0.1453,0.8781,1.4879,1.9636
768,0.6015,1.2661,1.781,
769,0.0103,0.8927,1.52,,1.9887
770,0.4356,1.185,1.7302
771,0.2793,0.9663,1.5651
772,1.1998,1.7674
773,0.5599,1.2074,1.7105
774,0.4912,1.2028,1.7206
775,0.6668,1.3082,1.7958
776,0.8818,1.5184,1.9874
777,0.4128,1.0701,1.6181
778,0.1763,0.9729,1.6097
779,0.5332,1.1508,1.6811
780,0.7061,1.3811,1.8813
781,0.4101,1.1662,1.7251
782,0.6563,1.3976,1.8878
783,0.7799,1.4566,1.9402
784,0.5055,1.0799,1.6171
785,0.4745,1.1696,1.7051
786,0.4911,1.1548,1.71,
787,0.1273,0.9699,1.5989
788,0.5524,1.2455,1.7683
789,0.7392,1.4163,1.8929
790,0.3016,1.2733,1.8029
791,0.3792,1.2499,1.7751
792,0.1822,0.9083,1.4852,1.9576
793,0.3061,1.0445,1.6167
794,1.1076,1.6929
795,0.329,1.2473,1.8114
796,0.4156,1.3011,1.8352
797,0.8011,1.4652,1.9356
798,0.0072,0.7426,1.4012,1.8884
799,0.4602,1.1389,1.69,
800,0.4789,1.1737,1.7024
801,0.1308,0.8685,1.4942,1.9659
802,0.6321,1.4013,1.8923
803,0.4633,1.0697,1.6057
804,0.4693,1.1537,1.683,
805,0.9531,1.5995
806,0.6033,1.2678,1.7832
